"Trial Name","Boss Name","ESO Logs Player Link","Player Handle","Character Name","Build Slug","Role","Subclass 1","Subclass 2","Subclass 3","Signature Set 1","Signature Set 2","DPS","HPS","CPM","Primary Metric","Mundus Stone","Gear: Head","Gear: Chest","Gear: Shoulders","Gear: Hands","Gear: Waist","Gear: Legs","Gear: Feet","Gear: Necklace","Gear: Ring1","Gear: Ring2","Gear: Main_Hand","Gear: Off_Hand","Gear: Backup_Main_Hand","Gear: Backup_Off_Hand","Bar 1 Ability 1","Bar 1 Ability 2","Bar 1 Ability 3","Bar 1 Ability 4","Bar 1 Ability 5","Bar 1 Ability 6","Bar 2 Ability 1","Bar 2 Ability 2","Bar 2 Ability 3","Bar 2 Ability 4","Bar 2 Ability 5","Bar 2 Ability 6"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=100","@bleakirl","Warfaerin","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Deadly Strike","Perfected Sul-Xan's Torment","243910.2","5023.8","34.0","243910.2 DPS","The Thief","Deadly Helmet (Deadly Strike)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Slimecraw Epaulets (Slimecraw)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Barbed Trap","Whirling Blades","Pragmatic Fatecarver","Camouflaged Hunter","Crescent Sweep","Blockade of Fire","Inspired Scholarship","Flames of Oblivion","Anti-Cavalry Caltrops","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=100","@bleakirl","Warfaerin","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Deadly Strike","Perfected Sul-Xan's Torment","91760.3","5284.5","24.9","91760.3 DPS","","Deadly Helmet (Deadly Strike)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Slimecraw Epaulets (Slimecraw)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Barbed Trap","Whirling Blades","Pragmatic Fatecarver","Camouflaged Hunter","Crescent Sweep","Blockade of Fire","Inspired Scholarship","Flames of Oblivion","Anti-Cavalry Caltrops","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=11","@Kaddikat","Sleeps-when-Possible","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","96908.0","14913.4","36.8","96908.0 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Arm Cops of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Guards (Deadly Strike)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Banner Bearer","Crescent Sweep","Elemental Blockade","Flames of Oblivion","Anti-Cavalry Caltrops","Inspired Scholarship","Banner Bearer","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=11","@Kaddikat","Sleeps-when-Possible","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","156488.0","9374.4","22.5","156488.0 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Arm Cops of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Guards (Deadly Strike)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Banner Bearer","Crescent Sweep","Elemental Blockade","Flames of Oblivion","Anti-Cavalry Caltrops","Inspired Scholarship","Banner Bearer","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=36","@Athic","Sathrys Aran","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","178050.0","7765.0","58.3","178050.0 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Exhausting Fatecarver","Whirling Blades","Cephaliarch's Flail","Camouflaged Hunter","Crescent Sweep","Proximity Detonation","Flames of Oblivion","Inspired Scholarship","Elemental Blockade","Sundering Trample","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=37","@Adaventi","Viridis Pugnator","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Deadly Strike","Perfected Sul-Xan's Torment","181767.3","3740.7","29.1","181767.3 DPS","","Slimecraw Mask (Slimecraw)","Deadly Jack (Deadly Strike)","Deadly Arm Cops (Deadly Strike)","Deadly Bracers (Deadly Strike)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Boots (Deadly Strike)","","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Fulminating Rune","Everlasting Sweep","Inspired Scholarship","Proximity Detonation","Flames of Oblivion","Elemental Blockade","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=32","@xXRed-Bau5Xx","Barchanist","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","135017.4","12222.7","63.1","135017.4 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Whirling Blades","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Camouflaged Hunter","Crescent Sweep","Elemental Blockade","Inspired Scholarship","Flames of Oblivion","Magical Trample","Proximity Detonation","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=36","@Athic","Sathrys Aran","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","131552.7","2593.1","34.6","131552.7 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Exhausting Fatecarver","Whirling Blades","Cephaliarch's Flail","Camouflaged Hunter","Crescent Sweep","Proximity Detonation","Flames of Oblivion","Inspired Scholarship","Elemental Blockade","Sundering Trample","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=13","@xAudina","Audinaa","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","102433.5","12943.7","47.3","102433.5 DPS","","Zaan Guise (Zaan)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Whirling Blades","Pragmatic Fatecarver","Cephaliarch's Flail","Quick Cloak","Crescent Sweep","Magical Trample","Flames of Oblivion","Elemental Blockade","Inspired Scholarship","Molten Whip","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=37","@Adaventi","Viridis Pugnator","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Deadly Strike","Perfected Sul-Xan's Torment","139205.1","3555.9","43.9","139205.1 DPS","","Slimecraw Mask (Slimecraw)","Deadly Jack (Deadly Strike)","Deadly Arm Cops (Deadly Strike)","Deadly Bracers (Deadly Strike)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Boots (Deadly Strike)","","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Fulminating Rune","Everlasting Sweep","Inspired Scholarship","Proximity Detonation","Flames of Oblivion","Elemental Blockade","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=32","@xXRed-Bau5Xx","Barchanist","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","93405.4","3574.7","27.7","93405.4 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Whirling Blades","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Camouflaged Hunter","Crescent Sweep","Elemental Blockade","Inspired Scholarship","Flames of Oblivion","Magical Trample","Proximity Detonation","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=4","@xXRed-Bau5Xx","Barchanist","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","124757.7","10122.4","53.0","124757.7 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Whirling Blades","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Camouflaged Hunter","Crescent Sweep","Blockade of Fire","Inspired Scholarship","Flames of Oblivion","Magical Trample (Lingering Torment / Heroism)","Proximity Detonation","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=3","@xAudina","Audinaa","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","104349.9","4788.9","50.8","104349.9 DPS","","Zaan Guise (Zaan)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Whirling Blades","Pragmatic Fatecarver","Cephaliarch's Flail","Quick Cloak","Crescent Sweep","Magical Trample (Class Mastery / Heroism)","Flames of Oblivion","Blockade of Fire","Inspired Scholarship","Molten Whip","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=1","@Athic","Sathrys Aran","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","175341.9","2722.6","48.6","175341.9 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Exhausting Fatecarver","Whirling Blades","Cephaliarch's Flail","Camouflaged Hunter","Crescent Sweep","Proximity Detonation","Flames of Oblivion","Inspired Scholarship","Blockade of Fire","Pestilent Trample (Lingering Torment / Heroism)","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=9","@Adaventi","Viridis Pugnator","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Deadly Strike","Perfected Sul-Xan's Torment","164885.4","2710.4","46.4","164885.4 DPS","","Slimecraw Mask (Slimecraw)","Deadly Jack (Deadly Strike)","Deadly Arm Cops (Deadly Strike)","Deadly Bracers (Deadly Strike)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Boots (Deadly Strike)","","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Fulminating Rune","Everlasting Sweep","Inspired Scholarship","Proximity Detonation","Flames of Oblivion","Blockade of Fire","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=4","@xXRed-Bau5Xx","Barchanist","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","84680.2","8044.0","38.5","84680.2 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Whirling Blades","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Camouflaged Hunter","Crescent Sweep","Blockade of Fire","Inspired Scholarship","Flames of Oblivion","Magical Trample (Lingering Torment / Heroism)","Proximity Detonation","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=3","@xAudina","Audinaa","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","60574.9","5510.4","30.8","60574.9 DPS","","Zaan Guise (Zaan)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Whirling Blades","Pragmatic Fatecarver","Cephaliarch's Flail","Quick Cloak","Crescent Sweep","Magical Trample (Class Mastery / Heroism)","Flames of Oblivion","Blockade of Fire","Inspired Scholarship","Molten Whip","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=1","@Athic","Sathrys Aran","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","131968.0","8655.1","40.0","131968.0 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Exhausting Fatecarver","Whirling Blades","Cephaliarch's Flail","Camouflaged Hunter","Crescent Sweep","Proximity Detonation","Flames of Oblivion","Inspired Scholarship","Blockade of Fire","Pestilent Trample (Lingering Torment / Heroism)","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=9","@Adaventi","Viridis Pugnator","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Deadly Strike","Perfected Sul-Xan's Torment","92597.3","2731.7","40.0","92597.3 DPS","","Slimecraw Mask (Slimecraw)","Deadly Jack (Deadly Strike)","Deadly Arm Cops (Deadly Strike)","Deadly Bracers (Deadly Strike)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Boots (Deadly Strike)","","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Fulminating Rune","Everlasting Sweep","Inspired Scholarship","Proximity Detonation","Flames of Oblivion","Blockade of Fire","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=5","@Ailce.tup","Dalziel Ko'Nahr","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","108862.6","20885.9","38.6","108862.6 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Guards (Deadly Strike)","Deadly Boots (Deadly Strike)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Cephaliarch's Flail","Pragmatic Fatecarver","Blazing Spear","Camouflaged Hunter","Flawless Dawnbreaker","Inspired Scholarship","Flames of Oblivion","Elemental Blockade","Anti-Cavalry Caltrops","Molten Whip","Elemental Rage"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=1","@KnotXavvy","Might-Be-Argonian","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","172871.7","4836.1","34.3","172871.7 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Guards of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Pragmatic Fatecarver","Luminous Shards","Quick Cloak","Camouflaged Hunter","Flawless Dawnbreaker","Inspired Scholarship","Flames of Oblivion","Blockade of Fire","Anti-Cavalry Caltrops","Proximity Detonation","The Languid Eye"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=4","@ABales","Daehiro","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","148459.2","23885.4","47.2","148459.2 DPS","","Slimecraw Guise (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Arm Cops of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Bracers (Deadly Strike)","","Deadly Guards (Deadly Strike)","Perfected Boots of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Ring of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Pragmatic Fatecarver","Quick Cloak","Blazing Spear","Cephaliarch's Flail","Camouflaged Hunter","Flawless Dawnbreaker","Elemental Blockade","Flames of Oblivion","Venomous Claw","Inspired Scholarship","Molten Whip","Standard of Might"
"Sunspire","Trash Builds","https://www.esologs.com/reports/PpLBCgJ8zKqDhFfb#fight=38&type=summary&source=5","@Ailce.tup","Dalziel Ko'Nahr","ardent-herald-spear-deadly-strike-perfected-sul-xans-torment","dps","Ardent","Spear","Herald","Perfected Sul-Xan's Torment","Deadly Strike","72815.5","5605.8","21.1","72815.5 DPS","","Slimecraw Mask (Slimecraw)","Perfected Jack of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Deadly Arm Cops (Deadly Strike)","Perfected Bracers of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","","Deadly Guards (Deadly Strike)","Deadly Boots (Deadly Strike)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","Perfected Dagger of Sul-Xan's Torment (Perfected Sul-Xan's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Cephaliarch's Flail","Pragmatic Fatecarver","Blazing Spear","Camouflaged Hunter","Flawless Dawnbreaker","Inspired Scholarship","Flames of Oblivion","Elemental Blockade","Anti-Cavalry Caltrops","Molten Whip","Elemental Rage"
